"","no","peakTime","peak","baseline1","baseline2","baseline","amplitude","relAmp","percDiff","duration","irradGain","relIrrad","irradTot","baselineTime1","baselineTime2","symmetry","z","timeInterval"
"2477",2477,120677,860.17,1315.7,1274.2,1294.95,434.78,434.78,0.3358,7,-2704.91878867925,-2704.91878867925,7654.67758867924,120674,120681,"symmetric","1206771",9
"2478",2478,120690,1054.07,1307.57,1319.37,1313.47,259.4,259.4,0.1975,7,-1505.50969245283,-1505.50969245283,9002.24842075472,120687,120694,"symmetric","1206901",13
"2479",2479,120755,1086.41,1259.6,1396.47,1328.035,241.62,241.625,0.1819,7,-657.711916981134,-657.711916981134,9966.57955471698,120751,120758,"symmetric","1207551",65
"2480",2480,120763,488.54,1396.47,763.35,1079.91,591.37,591.37,0.5476,7,-688.168256603773,-688.168256603773,7951.12111698113,120758,120765,"symmetric","1207631",8
"2482",2482,120785,1234.39,1394.12,1350.87,1372.495,138.1,138.105,0.1006,7,-1079.36818301887,-1079.36818301887,9900.59989245283,120783,120790,"symmetric","1207851",7
"2488",2488,120999,228.31,715.19,452.95,584.07,355.76,355.76,0.6091,7,-637.886886792453,-637.886886792453,4034.67714339623,120994,121001,"symmetric","1209991",8
"2492",2492,121238,125.48,135.42,155.83,145.625,20.14,20.145,0.1383,7,-95.0296754716981,-95.0296754716981,1069.98629433962,121235,121242,"symmetric","1212381",56
"2501",2501,121539,487.33,521.46,502.06,511.76,24.43,24.43,0.0477,7,-59.4092377358493,-59.4092377358493,4034.67833207547,121535,121542,"symmetric","1215391",16
"2523",2523,122504,480.43,891.49,1183.73,1037.61,557.18,557.18,0.537,7,-2763.55776226415,-2763.55776226415,5537.28610188679,122499,122506,"symmetric","1225041",37
"2570",2570,123963,773.15,817.11,828.34,822.725,49.58,49.575,0.0603,7,-158.185273584906,-158.185273584906,6423.6253754717,123960,123967,"symmetric","1239631",24
"2571",2571,124027,617.1,1209.18,968.67,1088.925,471.82,471.825,0.4333,7,-808.286433962264,-808.286433962264,7903.07779245283,124023,124030,"symmetric","1240271",64
"2573",2573,124053,462.91,494.66,567.03,530.845,67.94,67.935,0.128,7,-266.550741509434,-266.550741509434,3980.20413396226,124050,124057,"symmetric","1240531",10
"2602",2602,124854,375.68,743.88,719.83,731.855,356.18,356.175,0.4867,7,-719.962930188679,-719.962930188679,5134.88715283019,124850,124857,"symmetric","1248541",65
"2609",2609,124980,447.12,686.4,1075.79,881.095,433.98,433.975,0.4925,7,-1833.07557735849,-1833.07557735849,5215.68726792453,124977,124984,"symmetric","1249801",31
"2642",2642,126449,704.47,883.03,961.65,922.34,217.87,217.87,0.2362,7,-1198.5551490566,-1198.5551490566,6180.1803,126445,126452,"symmetric","1264491",13
"2655",2655,126702,416.33,542.8,463.31,503.055,86.72,86.725,0.1724,7,-198.888028301887,-198.888028301887,3825.54864339623,126697,126704,"symmetric","1267021",14
"2664",2664,126818,352.73,481.15,389.75,435.45,82.72,82.72,0.19,7,-107.730118867925,-107.730118867925,3375.86748113208,126814,126821,"symmetric","1268181",8
"2670",2670,127216,272.52,412.28,329.12,370.7,98.18,98.18,0.2649,7,-199.236430188679,-199.236430188679,2766.37421886792,127211,127218,"symmetric","1272161",81
"2676",2676,127350,350.29,701.19,435.96,568.575,218.29,218.285,0.3839,7,-42.8915886792456,-42.8915886792456,4505.72743018868,127346,127353,"symmetric","1273501",16
"2682",2682,127465,377.74,624.63,1159.86,892.245,514.5,514.505,0.5766,7,-2189.4133245283,-2189.4133245283,4948.55989811321,127463,127470,"symmetric","1274651",9
"2684",2684,127504,421.43,1044.71,627.12,835.915,414.48,414.485,0.4958,7,-1443.71002075472,-1443.71002075472,5243.61445471698,127500,127507,"symmetric","1275041",17
"2694",2694,128229,319.84,367.14,393.86,380.5,60.66,60.66,0.1594,7,-268.683350943396,-268.683350943396,2775.31356226415,128226,128233,"symmetric","1282291",25
"2703",2703,128816,381.8,752.61,767.25,759.93,378.13,378.13,0.4976,7,-1119.60414339623,-1119.60414339623,4959.82976603774,128814,128821,"symmetric","1288161",9
"2742",2742,132306,145.4,183.69,191.81,187.75,42.35,42.35,0.2256,7,-180.128767924528,-180.128767924528,1321.8853754717,132304,132311,"symmetric","1323061",54
"2749",2749,132772,57.33,64.46,74.21,69.335,12,12.005,0.1731,7,-79.6922660377357,-79.6922660377357,474.99097245283,132768,132775,"symmetric","1327721",16
"2773",2773,133187,40.64,46.93,53.1,50.015,9.38,9.375,0.1875,7,-41.5616943396226,-41.5616943396226,358.53799245283,133184,133191,"symmetric","1331871",29
"2792",2792,133826,285.1,539.88,688.52,614.2,329.1,329.1,0.5358,7,-1732.7209754717,-1732.7209754717,3180.89103962264,133824,133831,"symmetric","1338261",51
"2794",2794,133875,444.24,557.37,541.69,549.53,105.29,105.29,0.1916,7,-694.557288679246,-694.557288679246,3701.68683962264,133873,133880,"symmetric","1338751",27
"2799",2799,133938,132.66,156.01,243.39,199.7,67.04,67.04,0.3357,7,-314.838577358491,-314.838577358491,1282.74109811321,133934,133941,"symmetric","1339381",11
"2802",2802,134076,89.41,144.82,133.77,139.295,49.89,49.885,0.3582,7,-224.880865471698,-224.880865471698,889.50402509434,134072,134079,"symmetric","1340761",43
"2812",2812,134312,57,94.9,101.28,98.09,41.09,41.09,0.4189,7,-145.562962075472,-145.562962075472,639.128188867924,134309,134316,"symmetric","1343121",24
"2818",2818,134418,205.05,276.44,400,338.22,133.17,133.17,0.3937,7,-494.201479245283,-494.201479245283,2211.54914716981,134416,134423,"symmetric","1344181",11
"2819",2819,134440,132.2,172.24,182.75,177.495,45.3,45.295,0.2552,7,-166.972287735849,-166.972287735849,1252.98637641509,134436,134443,"symmetric","1344401",22
"2821",2821,134455,169.19,203.47,952.73,952.73,783.54,783.54,0.8224,7,-1458.09087622641,-1458.09087622641,3166.72153132075,134453,134460,"asymmetric","1344551",8
"2823",2823,134489,519.24,697.71,780.93,739.32,220.08,220.08,0.2977,7,-849.823641509434,-849.823641509434,5064.71002641509,134485,134492,"symmetric","1344891",21
"2828",2828,134619,253.02,319.67,314.88,317.275,64.25,64.255,0.2025,7,-227.561111320755,-227.561111320755,2310.67465471698,134617,134624,"symmetric","1346191",14
"2837",2837,135057,545.63,813.73,834.62,824.175,278.54,278.545,0.338,7,-1023.42691698113,-1023.42691698113,5569.97573207547,135054,135061,"symmetric","1350571",7
"2854",2854,135820,500.46,565.46,527.86,546.66,46.2,46.2,0.0845,7,-244.919394339623,-244.919394339623,4128.36991132075,135816,135823,"symmetric","1358201",12
"2862",2862,135908,551.73,824.45,1156.08,990.265,438.53,438.535,0.4428,7,-2946.19927924528,-2946.19927924528,4975.89666792453,135906,135913,"symmetric","1359081",7
"2863",2863,135917,968.75,1156.08,1144.53,1150.305,181.55,181.555,0.1578,7,-359.364837735848,-359.364837735848,8843.06846037736,135913,135920,"symmetric","1359171",9
"2876",2876,136456,209.82,264.7,233.46,249.08,39.26,39.26,0.1576,7,-209.352566037736,-209.352566037736,1783.26135849057,136453,136460,"symmetric","1364561",56
"2886",2886,136737,185.51,250.87,211.61,231.24,45.73,45.73,0.1978,7,-8.66190566037744,-8.66190566037744,1841.22682641509,136732,136739,"symmetric","1367371",17
"2892",2892,136846,236.21,299.25,345.17,322.21,86,86,0.2669,7,-421.711539622642,-421.711539622642,2155.97886792453,136842,136849,"symmetric","1368461",14
"2900",2900,137155,195.15,211.74,233.7,222.72,27.57,27.57,0.1238,7,-145.226886792453,-145.226886792453,1636.54149056604,137152,137159,"symmetric","1371551",24
"2926",2926,138035,864.09,951.72,925.19,938.455,74.37,74.365,0.0792,7,-28.4349905660383,-28.4349905660383,7479.20986981132,138030,138037,"symmetric","1380351",27
"2934",2934,138569,193.39,289.91,213.46,251.685,58.3,58.295,0.2316,7,-113.226571698113,-113.226571698113,1900.26293773585,138565,138572,"symmetric","1385691",19
"2937",2937,138636,484.59,551.33,587.44,569.385,84.8,84.795,0.1489,7,-364.194203773585,-364.194203773585,4190.87316226415,138633,138640,"symmetric","1386361",12
"2942",2942,138797,516.36,554.35,578.68,566.515,50.15,50.155,0.0885,7,-197.260250943396,-197.260250943396,4334.85609622641,138794,138801,"symmetric","1387971",9
"2950",2950,138909,818.5,911.05,984.73,947.89,129.39,129.39,0.1365,7,-846.645350943396,-846.645350943396,6736.44783396226,138904,138911,"symmetric","1389091",21
"2957",2957,139407,387.51,440.51,471.17,455.84,68.33,68.33,0.1499,7,-243.071235849056,-243.071235849056,3403.64881698113,139403,139410,"symmetric","1394071",15
"2970",2970,140192,316.45,696.37,548.72,622.545,306.1,306.095,0.4917,7,-1103.80148490566,-1103.80148490566,3876.52966981132,140187,140194,"symmetric","1401921",85
"2983",2983,140999,729.25,933.38,826.41,879.895,150.64,150.645,0.1712,7,-681.181913207546,-681.181913207546,6358.00540754717,140996,141003,"symmetric","1409991",9
"2985",2985,141045,731.52,877.15,908.45,892.8,161.28,161.28,0.1806,7,-913.552183018868,-913.552183018868,6228.88096415094,141041,141048,"symmetric","1410451",36
"2986",2986,141089,544.52,722.36,600.01,661.185,116.66,116.665,0.1764,7,-248.967916981132,-248.967916981132,5040.504,141085,141092,"symmetric","1410891",44
"3018",3018,142208,176.49,182.71,205.57,194.14,17.65,17.65,0.0909,7,-103.239169811321,-103.239169811321,1449.88580377358,142204,142211,"symmetric","1422081",154
"3",3,305,775.4,918.38,1174.4,1046.39,270.99,270.99,0.259,6,-1247.62109433962,-1247.62109433962,6077.11931320755,303,309,"symmetric","3051",6
"17",17,785,287.13,689.54,464.83,577.185,290.05,290.055,0.5025,6,-700.923973584906,-700.923973584906,3339.3707490566,782,788,"symmetric","7851",10
"26",26,1181,703.94,781.17,898.75,839.96,136.02,136.02,0.1619,6,-545.592540566037,-545.592540566037,5334.12108679245,1179,1185,"symmetric","11811",9
"30",30,1301,914.34,1063.42,1190.31,1126.865,212.52,212.525,0.1886,6,-841.5855,-841.5855,7046.47333018868,1299,1305,"symmetric","13011",51
"38",38,1478,942.87,1164.73,1070.05,1117.39,174.52,174.52,0.1562,6,-1023.69645,-1023.69645,6798.04055660377,1476,1482,"symmetric","14781",19
"44",44,1558,1111.74,1310.18,1410.43,1360.305,248.57,248.565,0.1827,6,-714.999481132076,-714.999481132076,8807.12660377358,1555,1561,"symmetric","15581",16
"45",45,1566,1298.19,1460.5,1511.53,1486.015,187.82,187.825,0.1264,6,-554.254386792452,-554.254386792452,9847.86639622641,1563,1569,"symmetric","15661",8
"58",58,2175,946.39,1256.86,1333.03,1294.945,348.55,348.555,0.2692,6,-916.111171698112,-916.111171698112,8148.50653584906,2172,2178,"symmetric","21751",35
"59",59,2190,376.76,753.76,459.34,606.55,229.79,229.79,0.3788,6,132.229273584905,132.229273584905,4378.06494339623,2186,2192,"symmetric","21901",15
"66",66,2261,491.38,577.91,583.13,580.52,89.14,89.14,0.1536,6,-184.939471698113,-184.939471698113,3878.69912830189,2259,2265,"symmetric","22611",15
"76",76,2526,579.37,633.41,678.94,656.175,76.8,76.805,0.117,6,-353.111374528302,-353.111374528302,4240.08293773585,2524,2530,"symmetric","25261",60
"90",90,3264,698.04,774.48,1011.58,893.03,194.99,194.99,0.2183,6,367.208694339623,367.208694339623,6618.43195471698,3261,3267,"symmetric","32641",11
"95",95,3341,822.17,2100.38,1419.6,1759.99,937.82,937.82,0.5329,6,-3983.37243962264,-3983.37243962264,8336.54917358491,3339,3345,"symmetric","33411",18
"118",118,4140,580.93,676.5,605.27,640.885,59.96,59.955,0.0936,6,-246.988112264152,-246.988112264152,4239.21460754717,4138,4144,"symmetric","41401",23
"123",123,4239,1394.33,1716.32,1488.78,1602.55,208.22,208.22,0.1299,6,-903.137688679246,-903.137688679246,10314.7166037736,4237,4243,"symmetric","42391",19
"126",126,4315,348.2,367.75,390.77,379.26,31.06,31.06,0.0819,6,-115.752574528301,-115.752574528301,2539.07033773585,4313,4319,"symmetric","43151",52
"133",133,4533,687.03,1023.62,787.82,905.72,218.69,218.69,0.2415,6,-847.058714150943,-847.058714150943,5492.97487358491,4530,4536,"symmetric","45331",79
"136",136,5555,842.58,943.98,947.08,945.53,102.95,102.95,0.1089,6,-437.926253773585,-437.926253773585,6180.7860509434,5552,5558,"symmetric","55551",742
"151",151,6395,347.57,375.57,368.62,372.095,24.53,24.525,0.0659,6,-65.5297471698113,-65.5297471698113,2539.14688867924,6392,6398,"symmetric","63951",24
"153",153,6501,313.29,481.05,345.94,413.495,100.2,100.205,0.2423,6,-498.116572641509,-498.116572641509,2396.37569433962,6498,6504,"symmetric","65011",22
"155",155,6569,109.93,116.58,134.06,125.32,15.39,15.39,0.1228,6,-59.2602130188679,-59.2602130188679,817.987887169811,6567,6573,"symmetric","65691",58
"171",171,7329,266.86,996.45,1029.11,1012.78,745.92,745.92,0.7365,6,-1968.75826132076,-1968.75826132076,5120.71072641509,7326,7332,"symmetric","73291",22
"192",192,8109,739.71,824.07,890.44,857.255,117.55,117.545,0.1371,6,-434.701485849056,-434.701485849056,5566.11406981132,8107,8113,"symmetric","81091",32
"197",197,8185,528.66,870.88,583.1,870.88,342.22,342.22,0.393,6,106.401948113207,106.401948113207,5195.33018490566,8181,8187,"asymmetric","81851",10
"200",200,8288,501.03,1139.82,940.06,1039.94,538.91,538.91,0.5182,6,-2342.94545377358,-2342.94545377358,4936.63946603774,8286,8292,"symmetric","82881",92
"209",209,8607,304.86,378.11,439.58,408.845,103.99,103.985,0.2544,6,-346.61025,-346.61025,2515.27630754717,8605,8611,"symmetric","86071",7
"218",218,8992,585.54,662.59,830.23,746.41,160.87,160.87,0.2155,6,-682.422894339622,-682.422894339622,4542.43443962264,8989,8995,"symmetric","89921",64
"223",223,9299,650.11,702.65,774.33,738.49,88.38,88.38,0.1197,6,-374.566024528302,-374.566024528302,4794.87175471698,9297,9303,"symmetric","92991",53
"231",231,9389,774.2,880.02,1053.83,966.925,192.72,192.725,0.1993,6,-647.588589622643,-647.588589622643,6120.8590245283,9387,9393,"symmetric","93891",10
"233",233,9444,518.63,686.54,883.72,785.13,266.5,266.5,0.3394,6,-920.484144339622,-920.484144339622,4575.44548867925,9442,9448,"symmetric","94441",22
"240",240,9676,119.62,152.69,126.46,152.69,33.07,33.07,0.2166,6,-57.4686000000002,-57.4686000000002,919.530704716981,9672,9678,"asymmetric","96761",12
"245",245,9896,35.45,42.4,45.01,43.705,8.25,8.255,0.1888,6,-15.5064990566037,-15.5064990566037,290.416781886792,9893,9899,"symmetric","98961",13
"257",257,10306,996.3,1113.32,1148.49,1130.905,134.61,134.605,0.119,6,-751.439750943397,-751.439750943397,7164.89300377358,10304,10310,"symmetric","103061",17
"270",270,11016,806.89,897.02,867.39,882.205,75.31,75.315,0.0854,6,-234.197685849057,-234.197685849057,5941.23306792453,11012,11018,"symmetric","110161",24
"286",286,11357,582.28,748.31,615.61,681.96,99.68,99.68,0.1462,6,-440.660810377358,-440.660810377358,4333.04229056604,11354,11360,"symmetric","113571",18
"295",295,11589,350.74,463.8,584.85,524.325,173.59,173.585,0.3311,6,-513.876082075471,-513.876082075471,3156.41839245283,11586,11592,"symmetric","115891",16
"340",340,13545,671.51,875.15,845.41,860.28,188.77,188.77,0.2194,6,-403.862688679245,-403.862688679245,5618.08883207547,13541,13547,"symmetric","135451",15
"370",370,14535,532.59,953.56,1135.3,1044.43,511.84,511.84,0.4901,6,-1039.76263867925,-1039.76263867925,6271.25642830189,14532,14538,"symmetric","145351",13
"373",373,14593,245.15,264.33,323.89,294.11,48.96,48.96,0.1665,6,-180.291082075471,-180.291082075471,1878.46125283019,14589,14595,"symmetric","145931",10
"376",376,14635,194.71,467.29,210.34,467.29,272.58,272.58,0.5833,6,-174.811270754717,-174.811270754717,2196.8846490566,14632,14638,"asymmetric","146351",6
"398",398,15371,489.41,624.65,589.62,607.135,117.72,117.725,0.1939,6,-530.452095283019,-530.452095283019,3719.4952754717,15368,15374,"symmetric","153711",18
"400",400,15385,524.24,901.99,658.71,780.35,256.11,256.11,0.3282,6,-479.865294339623,-479.865294339623,4982.56373207547,15382,15388,"symmetric","153851",5
"414",414,15672,216.33,323.89,303.59,313.74,97.41,97.41,0.3105,6,-421.293659433962,-421.293659433962,1774.89008490566,15670,15676,"symmetric","156721",21
"415",415,15682,154.84,231.56,215.43,223.495,68.66,68.655,0.3072,6,-221.886653773585,-221.886653773585,1342.5804,15678,15684,"symmetric","156821",10
"430",430,16136,556.94,773.41,870.86,822.135,265.19,265.195,0.3226,6,-921.33666509434,-921.33666509434,4833.60558113207,16133,16139,"symmetric","161361",6
"437",437,16235,784.16,893.24,1105.92,999.58,215.42,215.42,0.2155,6,-767.695058490566,-767.695058490566,6229.34407358491,16232,16238,"symmetric","162351",25
"439",439,16271,712.6,823.86,751.94,787.9,75.3,75.3,0.0956,6,-107.457614150943,-107.457614150943,5407.85272075472,16267,16273,"symmetric","162711",23
"451",451,16426,598.96,685.33,661.07,673.2,74.24,74.24,0.1103,6,-302.57586509434,-302.57586509434,4409.84071698113,16424,16430,"symmetric","164261",13
"468",468,17114,932.74,1194.4,1399.36,1296.88,364.14,364.14,0.2808,6,-1152.7357245283,-1152.7357245283,7925.41153018868,17110,17116,"symmetric","171141",12
"469",469,17131,1042.4,1182.65,1312.43,1247.54,205.14,205.14,0.1644,6,-614.903179245282,-614.903179245282,8117.89031886792,17129,17135,"symmetric","171311",17
"473",473,17681,429.6,468.3,521.4,494.85,65.25,65.25,0.1319,6,-191.595540566037,-191.595540566037,3272.34920943396,17679,17685,"symmetric","176811",54
"474",474,17690,444.74,539.58,480.54,510.06,65.32,65.32,0.1281,6,-64.1350103773584,-64.1350103773584,3506.29875849057,17686,17692,"symmetric","176901",9
"486",486,18154,771.13,880.1,816.47,848.285,77.16,77.155,0.091,6,-294.919998113208,-294.919998113208,5643.07011509434,18152,18158,"symmetric","181541",5
"489",489,18215,697.86,811.56,782.1,796.83,98.97,98.97,0.1242,6,-86.9483801886781,-86.9483801886781,5490.87994528302,18211,18217,"symmetric","182151",30
"494",494,18275,1442.16,1549.12,1644.85,1596.985,154.82,154.825,0.0969,6,-604.537896226415,-604.537896226415,10574.3503018868,18272,18278,"symmetric","182751",8
"499",499,18380,1313.59,1639.66,1531.31,1585.485,271.9,271.895,0.1715,6,-1190.5478490566,-1190.5478490566,9907.83288679245,18377,18383,"symmetric","183801",20
"531",531,20596,1168.74,1513.73,1394.23,1453.98,285.24,285.24,0.1962,6,-911.830975471697,-911.830975471697,9266.02466603774,20593,20599,"symmetric","205961",666
"532",532,20635,1208.95,1342.28,1314.66,1328.47,119.52,119.52,0.09,6,-415.358167924527,-415.358167924527,8883.94642641509,20632,20638,"symmetric","206351",39
"535",535,20772,506.12,551.83,704.78,628.305,122.19,122.185,0.1945,6,-474.554750943396,-474.554750943396,3923.57985283019,20769,20775,"symmetric","207721",65
"557",557,23880,128.23,189.77,147.47,168.62,40.39,40.39,0.2395,6,-181.671673584906,-181.671673584906,998.65525754717,23878,23884,"symmetric","238801",90
"598",598,25772,71.19,87.68,76.57,82.125,10.94,10.935,0.1332,6,-42.8459077358491,-42.8459077358491,532.013734528302,25769,25775,"symmetric","257721",15
"603",603,26152,158.75,174.76,171.73,173.245,14.5,14.495,0.0837,6,-58.122016981132,-58.122016981132,1154.60551698113,26150,26156,"symmetric","261521",21
"616",616,26735,105.18,114.56,118.16,116.36,11.18,11.18,0.0961,6,-45.8185567924528,-45.8185567924528,768.720591509434,26733,26739,"symmetric","267351",37
"653",653,28317,335.1,404.99,361.42,383.205,48.11,48.105,0.1255,6,-175.746464150943,-175.746464150943,2506.69178490566,28314,28320,"symmetric","283171",32
"656",656,28348,343.46,365.47,404.86,385.165,41.71,41.705,0.1083,6,-122.518774528302,-122.518774528302,2573.64164716981,28346,28352,"symmetric","283481",16
"660",660,28432,1551.78,2010.21,1655.49,1832.85,281.07,281.07,0.1534,6,-808.688801886792,-808.688801886792,12021.2451509434,28430,28436,"symmetric","284321",20
"665",665,29829,517.25,1084.95,888.68,986.815,469.57,469.565,0.4758,6,-1624.10968867924,-1624.10968867924,5283.60281320755,29826,29832,"symmetric","298291",13
"697",697,30598,453.47,511.18,666.79,588.985,135.51,135.515,0.2301,6,-436.937450943396,-436.937450943396,3685.94741886792,30596,30602,"symmetric","305981",10
"700",700,30623,495.53,533.12,542.6,537.86,42.33,42.33,0.0787,6,-93.2454679245284,-93.2454679245284,3671.76956603774,30620,30626,"symmetric","306231",9
"722",722,30991,69.11,96.79,98.52,97.655,28.55,28.545,0.2924,6,-76.9572933962264,-76.9572933962264,606.650951886792,30988,30994,"symmetric","309911",11
"738",738,31893,452.65,479.86,545.58,512.72,60.07,60.07,0.1172,6,-255.02506981132,-255.02506981132,3334.01432264151,31890,31896,"symmetric","318931",21
"741",741,31923,823.59,1017.08,876.18,946.63,123.04,123.04,0.13,6,-286.373513207547,-286.373513207547,6340.05920377358,31921,31927,"symmetric","319231",10
"756",756,32515,428.41,464.76,457.15,460.955,32.54,32.545,0.0706,6,-146.246119811321,-146.246119811321,3080.44312641509,32512,32518,"symmetric","325151",25
"762",762,32608,152.36,162.87,184.05,173.46,21.1,21.1,0.1216,6,-93.552979245283,-93.552979245283,1120.66230566038,32606,32612,"symmetric","326081",5
"765",765,32657,114.36,122.25,130.04,126.145,11.78,11.785,0.0934,6,-43.8886290566038,-43.8886290566038,839.108613396226,32654,32660,"symmetric","326571",36
"770",770,32806,163.54,235.95,195.68,215.815,52.28,52.275,0.2422,6,-193.910612264151,-193.910612264151,1316.79438113208,32803,32809,"symmetric","328061",76
"783",783,33581,1593.98,1694.17,1691.91,1693.04,99.06,99.06,0.0585,6,-487.866056603774,-487.866056603774,11363.426490566,33578,33584,"symmetric","335811",187
"784",784,34068,131.86,175.82,140.73,158.275,26.41,26.415,0.1669,6,-98.0031566037735,-98.0031566037735,1009.93279245283,34065,34071,"symmetric","340681",487
"794",794,34548,499.86,566.87,544.94,555.905,56.04,56.045,0.1008,6,-227.59825754717,-227.59825754717,3663.74372264151,34545,34551,"symmetric","345481",18
"805",805,34806,962.97,1736.01,1796.33,1766.17,803.2,803.2,0.4548,6,-3540.18348679245,-3540.18348679245,8822.98940943396,34804,34810,"symmetric","348061",31
"811",811,34980,531.18,1027.92,1049.67,1038.795,507.62,507.615,0.4887,6,-1576.45363584906,-1576.45363584906,5695.10633207547,34977,34983,"symmetric","349801",24
"812",812,35016,458.76,801.55,799.46,800.505,341.74,341.745,0.4269,6,-1873.47373301887,-1873.47373301887,3730.08153396226,35014,35020,"symmetric","350161",36
"828",828,35652,936.72,1298.69,1325.98,1312.335,375.62,375.615,0.2862,6,-681.748437735851,-681.748437735851,8504.58526981132,35648,35654,"symmetric","356521",35
"838",838,35853,897.2,962.91,965.39,964.15,66.95,66.95,0.0694,6,-309.754596226415,-309.754596226415,6439.29359433962,35851,35857,"symmetric","358531",24
"861",861,38488,137.72,168.21,155.51,161.86,24.14,24.14,0.1491,6,-43.1722952830187,-43.1722952830187,1089.87194716981,38484,38490,"symmetric","384881",33
"879",879,39082,898.61,1048.44,986.46,1017.45,118.84,118.84,0.1168,6,-155.735762264151,-155.735762264151,6966.40591698113,39079,39085,"symmetric","390821",21
"894",894,40903,184.37,205.45,211.26,208.355,23.98,23.985,0.1151,6,-91.6574518867924,-91.6574518867924,1366.81150754717,40901,40907,"symmetric","409031",119
"897",897,40996,617.24,650.87,636.26,643.565,26.33,26.325,0.0409,6,-56.6926896226414,-56.6926896226414,4448.28331698113,40993,40999,"symmetric","409961",9
"908",908,41205,1069.36,1370.3,1264.53,1317.415,248.06,248.055,0.1883,6,-921.293813207549,-921.293813207549,8300.61112075472,41202,41208,"symmetric","412051",7
"909",909,41234,1219.43,1550.64,1373.34,1461.99,242.56,242.56,0.1659,6,-681.849594339623,-681.849594339623,9552.09209433962,41231,41237,"symmetric","412341",29
"915",915,41561,871.07,915.16,993.51,954.335,83.26,83.265,0.0872,6,-326.879838679245,-326.879838679245,6353.46596037736,41559,41565,"symmetric","415611",10
"921",921,41727,593.68,636.76,656.13,646.445,52.76,52.765,0.0816,6,-186.207257547169,-186.207257547169,4338.91912075472,41724,41730,"symmetric","417271",19
"946",946,43288,415.15,462.3,452.96,457.63,42.48,42.48,0.0928,6,-241.730108490566,-241.730108490566,2961.69513962264,43286,43292,"symmetric","432881",21
"951",951,43512,1183.38,1427.09,1724.93,1576.01,392.63,392.63,0.2491,6,-1304.06422075472,-1304.06422075472,9728.00426037736,43509,43515,"symmetric","435121",182
"956",956,43770,1117.16,1213.49,1346.99,1280.24,163.08,163.08,0.1274,6,-498.275320754718,-498.275320754718,8463.41049056604,43767,43773,"symmetric","437701",192
"957",957,43791,1048.38,1118.91,1148,1133.455,85.07,85.075,0.0751,6,-218.312473584906,-218.312473584906,7715.84916226415,43787,43793,"symmetric","437911",21
"965",965,44477,986.44,1081.12,1089.51,1085.315,98.88,98.875,0.0911,6,-494.668035849057,-494.668035849057,7102.56127924528,44473,44479,"symmetric","444771",46
"969",969,45459,374.77,396.87,489.78,489.78,115.01,115.01,0.2348,6,-391.29537735849,-391.29537735849,2711.96088113208,45457,45463,"asymmetric","454591",30
"971",971,45559,669.79,738.18,1008.98,873.58,203.79,203.79,0.2333,6,-694.305050943396,-694.305050943396,5420.78566981132,45557,45563,"symmetric","455591",41
"972",972,45581,711.77,846.56,839.73,843.145,131.38,131.375,0.1558,6,-280.718252830189,-280.718252830189,5621.28043584906,45578,45584,"symmetric","455811",22
"986",986,46285,135.5,150.31,146.84,148.575,13.07,13.075,0.088,6,-51.7518849056605,-51.7518849056605,988.272560377358,46282,46288,"symmetric","462851",32
"991",991,46624,491.3,657.49,737.97,697.73,206.43,206.43,0.2959,6,-576.752102830188,-576.752102830188,4307.37157358491,46621,46627,"symmetric","466241",13
"993",993,46844,382.42,843.18,589.86,716.52,334.1,334.1,0.4663,6,840.491261320754,840.491261320754,5856.1519245283,46840,46846,"symmetric","468441",44
"994",994,46852,891.64,1177.59,1626.12,1401.855,510.22,510.215,0.364,6,-2301.57579056604,-2301.57579056604,7511.43306226415,46850,46856,"symmetric","468521",8
"1005",1005,47018,254.31,1705.84,1706.66,1706.25,1451.94,1451.94,0.851,6,-6677.39341698113,-6677.39341698113,5266.35519622641,47016,47022,"symmetric","470181",10
"1007",1007,47036,560.29,1798.7,1714.69,1756.695,1196.41,1196.405,0.6811,6,-5516.76474339623,-5516.76474339623,6780.10005849057,47032,47038,"symmetric","470361",18
"1010",1010,47105,324.55,932.05,480.33,706.19,381.64,381.64,0.5404,6,-1086.55184716981,-1086.55184716981,3856.77774339623,47102,47108,"symmetric","471051",36
"1030",1030,48039,638.16,2037.63,710.43,2037.63,1399.47,1399.47,0.6868,6,-1458.55074056604,-1458.55074056604,8159.64136981132,48036,48042,"asymmetric","480391",17
"1053",1053,48531,88.12,97.52,95.36,96.44,8.32,8.32,0.0863,6,-34.1607336792453,-34.1607336792453,640.90971,48527,48533,"symmetric","485311",35
"1055",1055,48545,90.69,115.77,97.98,106.875,16.19,16.185,0.1515,6,-12.7983370754716,-12.7983370754716,735.313022830189,48542,48548,"symmetric","485451",7
"1060",1060,49256,433.42,1898.4,1521.24,1709.82,1276.4,1276.4,0.7465,6,-4695.41460566038,-4695.41460566038,7273.32539433962,49253,49259,"symmetric","492561",58
"1067",1067,49374,928.15,1515.27,1519.86,1517.565,589.42,589.415,0.3884,6,-2064.36093962264,-2064.36093962264,8558.6134754717,49371,49377,"symmetric","493741",16
"1076",1076,49559,256.86,815.92,563.08,689.5,432.64,432.64,0.6275,6,-1405.3010009434,-1405.3010009434,3421.19312830189,49555,49561,"symmetric","495591",67
